expName	date	vpNum	gender	age	handedness	mapping	block	trial	trialCount	practice	stimComb	language	word	colour	compCode	compLabel	corrKeyLabel	corrKeyNum	fixOn_VBLTimestamp	fixOn_StimulusOnsetTime	fixOn_FlipTimestamp	fixOn_Missed	fixOn_Beampos	stroopOn_VBLTimestamp	stroopOn_StimulusOnsetTime	stroopOn_FlipTimestamp	stroopOn_Missed	stroopOn_Beampos	fbOn_VBLTimestamp	fbOn_StimulusOnsetTime	fbOn_FlipTimestamp	fbOn_Missed	fbOn_Beampos	fbOff_VBLTimestamp	fbOff_StimulusOnsetTime	fbOff_FlipTimestamp	fbOff_Missed	fbOff_Beampos	respKey	respKeyTimestamp	corr	rt
stroopControlBeh	20170126T115648	1	m	19	r	1	1	21	21	1	99	L1	green	red	2	incomp	left	127	1485428205.950414	1485428205.950414	1485428205.950858	-0.000834	8	1485428206.701312	1485428206.701312	1485428206.701835	-0.000833	10	1485428207.018356	1485428207.018356	1485428207.018689	-0.000835	4	1485428208.019552	1485428208.019552	1485428208.020013	-0.000832	9	127	1485428207.006031	1	302.735329
stroopControlBeh	20170126T115650	1	m	19	r	1	1	22	22	1	99	L1	brown	brown	1	comp	right	191	1485428208.770448	1485428208.770448	1485428208.770941	-0.000834	9	1485428209.521345	1485428209.521345	1485428209.521893	-0.000833	10	1485428209.938510	1485428209.938510	1485428209.938949	-0.000834	8	1485428210.939705	1485428210.939705	1485428210.940198	-0.000834	13	191	1485428209.922019	1	398.696661
stroopControlBeh	20170126T115653	1	m	19	r	1	1	23	23	1	99	L2	grün	green	1	comp	right	191	1485428211.690602	1485428211.690602	1485428211.691109	-0.000833	11	1485428212.441499	1485428212.441499	1485428212.441979	-0.000834	8	1485428212.791918	1485428212.791918	1485428212.792400	-0.000833	10	1485428213.793112	1485428213.793112	1485428213.793543	-0.000834	9	191	1485428212.778015	1	334.533453
stroopControlBeh	20170126T115656	1	m	19	r	1	1	24	24	1	99	L2	blau	blue	1	comp	left	127	1485428214.544009	1485428214.544009	1485428214.544478	-0.000834	9	1485428215.294905	1485428215.294905	1485428215.295432	-0.000834	11	1485428215.645324	1485428215.645324	1485428215.645657	-0.000834	4	1485428216.646519	1485428216.646519	1485428216.647008	-0.000833	12	191	1485428215.632015	2	335.121870
stroopControlBeh	20170126T115659	1	m	19	r	1	1	25	25	1	99	L1	blue	blue	1	comp	left	127	1485428217.397417	1485428217.397417	1485428217.397876	-0.000833	9	1485428218.148313	1485428218.148313	1485428218.148799	-0.000834	9	1485428218.665597	1485428218.665597	1485428218.666035	0.015853	8	1485428219.666792	1485428219.666792	1485428219.667263	-0.000834	11	127	1485428218.644006	1	493.709326
stroopControlBeh	20170126T115702	1	m	19	r	1	1	26	26	1	99	L1	red	green	2	incomp	right	191	1485428220.417690	1485428220.417690	1485428220.418163	-0.000833	9	1485428221.168585	1485428221.168585	1485428221.169081	-0.000834	9	1485428221.535693	1485428221.535693	1485428221.536025	-0.000831	3	1485428222.536886	1485428222.536886	1485428222.537296	-0.000836	9	191	1485428221.525001	1	354.428768
stroopControlBeh	20170126T115705	1	m	19	r	1	1	27	27	1	99	L2	blau	blue	1	comp	left	127	1485428223.287782	1485428223.287782	1485428223.288285	-0.000834	10	1485428224.038679	1485428224.038679	1485428224.039242	-0.000833	12	1485428224.455847	1485428224.455847	1485428224.456235	-0.000831	5	1485428225.457039	1485428225.457039	1485428225.457512	-0.000836	11	127	1485428224.443990	1	403.327942
stroopControlBeh	20170126T115708	1	m	19	r	1	1	28	28	1	99	L2	rot	green	2	incomp	right	191	1485428226.207935	1485428226.207935	1485428226.208496	-0.000835	14	1485428226.958832	1485428226.958832	1485428226.959319	-0.000833	8	1485428227.376000	1485428227.376000	1485428227.376436	-0.000830	8	1485428228.377192	1485428228.377192	1485428228.377630	-0.000837	9	127	1485428227.362986	2	402.167797
stroopControlBeh	20170126T115711	1	m	19	r	1	1	29	29	1	99	L2	grün	green	1	comp	right	191	1485428229.128092	1485428229.128092	1485428229.128600	-0.000830	11	1485428229.878986	1485428229.878986	1485428229.879449	-0.000836	9	1485428230.246091	1485428230.246091	1485428230.246534	-0.000834	7	1485428231.247287	1485428231.247287	1485428231.247695	-0.000834	8	191	1485428230.224981	1	344.006538
stroopControlBeh	20170126T115714	1	m	19	r	1	1	30	30	1	99	L2	rot	red	1	comp	left	127	1485428231.998183	1485428231.998183	1485428231.998669	-0.000834	9	1485428232.749079	1485428232.749079	1485428232.749617	-0.000834	11	1485428233.116184	1485428233.116184	1485428233.116560	-0.000834	6	1485428234.117380	1485428234.117380	1485428234.117811	-0.000833	10	127	1485428233.097970	1	346.913576
stroopControlBeh	20170126T115716	1	m	19	r	1	1	31	31	1	99	L1	blue	brown	2	incomp	right	191	1485428234.868279	1485428234.868279	1485428234.868590	-0.000831	4	1485428235.619173	1485428235.619173	1485428235.619723	-0.000837	11	1485428235.952905	1485428235.952905	1485428235.953327	-0.000834	7	1485428236.954100	1485428236.954100	1485428236.954504	-0.000833	8	191	1485428235.939967	1	318.809986
stroopControlBeh	20170126T115719	1	m	19	r	1	1	32	32	1	99	L1	brown	blue	2	incomp	left	127	1485428237.704998	1485428237.704998	1485428237.705510	-0.000833	11	1485428238.455893	1485428238.455893	1485428238.456400	-0.000834	9	1485428238.789625	1485428238.789625	1485428238.790082	-0.000834	8	1485428239.790821	1485428239.790821	1485428239.791226	-0.000833	8	127	1485428238.771960	1	314.084768
stroopControlBeh	20170126T115727	1	m	19	r	1	2	1	33	0	14	L2	grün	green	1	comp	right	191	1485428245.964859	1485428245.964859	1485428245.965336	-0.000834	10	1485428246.715756	1485428246.715756	1485428246.716303	-0.000833	11	1485428247.266417	1485428247.266417	1485428247.266654	-0.000831	3	1485428247.266417	1485428247.266417	1485428247.266654	-0.000831	3	191	1485428247.255946	1	538.199902
stroopControlBeh	20170126T115729	1	m	19	r	1	2	2	34	0	6	L1	green	green	1	comp	right	191	1485428248.017310	1485428248.017310	1485428248.017743	-0.000837	8	1485428248.768206	1485428248.768206	1485428248.768674	-0.000834	8	1485428249.151999	1485428249.151999	1485428249.152257	-0.000833	4	1485428249.151999	1485428249.151999	1485428249.152257	-0.000833	4	191	1485428249.146939	1	376.750708
