expName	date	vpNum	gender	age	handedness	mapping	block	trial	trialCount	practice	stimComb	language	word	colour	compCode	compLabel	corrKeyLabel	corrKeyNum	fixOn_VBLTimestamp	fixOn_StimulusOnsetTime	fixOn_FlipTimestamp	fixOn_Missed	fixOn_Beampos	stroopOn_VBLTimestamp	stroopOn_StimulusOnsetTime	stroopOn_FlipTimestamp	stroopOn_Missed	stroopOn_Beampos	fbOn_VBLTimestamp	fbOn_StimulusOnsetTime	fbOn_FlipTimestamp	fbOn_Missed	fbOn_Beampos	fbOff_VBLTimestamp	fbOff_StimulusOnsetTime	fbOff_FlipTimestamp	fbOff_Missed	fbOff_Beampos	respKey	respKeyTimestamp	corr	rt
stroopControlBeh	20170126T120028	1	m	19	r	1	2	88	120	0	14	L2	grün	green	1	comp	right	191	1485428427.748580	1485428427.748580	1485428427.749047	-0.000836	8	1485428428.499476	1485428428.499476	1485428428.500011	-0.000834	10	1485428428.950015	1485428428.950015	1485428428.950366	-0.000834	8	1485428428.950015	1485428428.950015	1485428428.950366	-0.000834	8	191	1485428428.941551	1	440.095901
stroopControlBeh	20170126T120030	1	m	19	r	1	2	89	121	0	3	L1	blue	blue	1	comp	left	127	1485428429.700911	1485428429.700911	1485428429.701449	-0.000834	12	1485428430.451807	1485428430.451807	1485428430.452353	-0.000834	11	1485428430.935722	1485428430.935722	1485428430.935958	-0.000831	4	1485428430.935722	1485428430.935722	1485428430.935958	-0.000831	4	127	1485428430.930557	1	476.763487
stroopControlBeh	20170126T120033	1	m	19	r	1	2	90	122	0	2	L1	red	green	2	incomp	right	191	1485428431.686615	1485428431.686615	1485428431.687064	-0.000836	8	1485428432.437512	1485428432.437512	1485428432.438025	-0.000834	10	1485428433.054918	1485428433.054918	1485428433.055129	-0.000832	3	1485428433.054918	1485428433.054918	1485428433.055129	-0.000832	3	191	1485428433.051546	1	612.050772
stroopControlBeh	20170126T120035	1	m	19	r	1	2	91	123	0	13	L2	grün	red	2	incomp	left	127	1485428433.805812	1485428433.805812	1485428433.806281	-0.000835	9	1485428434.556709	1485428434.556709	1485428434.557205	-0.000834	10	1485428435.190799	1485428435.190799	1485428435.191117	-0.000834	6	1485428435.190799	1485428435.190799	1485428435.191117	-0.000834	6	127	1485428435.183546	1	624.850988
stroopControlBeh	20170126T120037	1	m	19	r	1	2	92	124	0	1	L1	red	red	1	comp	left	127	1485428435.941696	1485428435.941696	1485428435.942223	-0.000834	12	1485428436.692592	1485428436.692592	1485428436.693086	-0.000834	8	1485428437.193191	1485428437.193191	1485428437.193556	-0.000833	8	1485428437.193191	1485428437.193191	1485428437.193556	-0.000833	8	127	1485428437.177528	1	482.957125
stroopControlBeh	20170126T120039	1	m	19	r	1	2	93	125	0	12	L2	blau	brown	2	incomp	right	191	1485428437.944087	1485428437.944087	1485428437.944642	-0.000834	13	1485428438.694983	1485428438.694983	1485428438.695531	-0.000834	11	1485428439.162209	1485428439.162209	1485428439.162560	-0.000833	8	1485428439.162209	1485428439.162209	1485428439.162560	-0.000833	8	191	1485428439.153532	1	456.567764
stroopControlBeh	20170126T120042	1	m	19	r	1	2	94	126	0	2	L1	red	green	2	incomp	right	191	1485428439.913105	1485428439.913105	1485428439.913610	-0.000834	11	1485428440.664001	1485428440.664001	1485428440.664533	-0.000834	11	1485428441.047795	1485428441.047795	1485428441.048083	-0.000831	2	1485428442.048989	1485428442.048989	1485428442.049462	-0.000835	11	127	1485428441.038533	2	372.545958
stroopControlBeh	20170126T120044	1	m	19	r	1	2	95	127	0	16	L2	braun	brown	1	comp	right	191	1485428442.799885	1485428442.799885	1485428442.800379	-0.000834	11	1485428443.550781	1485428443.550781	1485428443.551304	-0.000834	10	1485428444.201558	1485428444.201558	1485428444.201778	-0.000834	3	1485428444.201558	1485428444.201558	1485428444.201778	-0.000834	3	191	1485428444.197525	1	644.757509
stroopControlBeh	20170126T120046	1	m	19	r	1	2	96	128	0	7	L1	brown	blue	2	incomp	left	127	1485428444.952456	1485428444.952456	1485428444.952963	-0.000833	11	1485428445.703354	1485428445.703354	1485428445.703913	-0.000832	11	1485428446.037083	1485428446.037083	1485428446.037433	-0.000837	7	1485428446.037083	1485428446.037083	1485428446.037433	-0.000837	7	127	1485428446.027519	1	322.175980
stroopControlBeh	20170126T120057	1	m	19	r	1	3	1	129	0	12	L2	blau	brown	2	incomp	right	191	1485428455.932232	1485428455.932232	1485428455.932652	-0.000835	8	1485428456.683129	1485428456.683129	1485428456.683699	-0.000834	12	1485428457.333905	1485428457.333905	1485428457.334261	-0.000834	7	1485428457.333905	1485428457.333905	1485428457.334261	-0.000834	7	191	1485428457.319493	1	634.389400
stroopControlBeh	20170126T120059	1	m	19	r	1	3	2	130	0	8	L1	brown	brown	1	comp	right	191	1485428458.084802	1485428458.084802	1485428458.085275	-0.000833	10	1485428458.835699	1485428458.835699	1485428458.836156	-0.000834	9	1485428459.236179	1485428459.236179	1485428459.236460	-0.000832	6	1485428459.236179	1485428459.236179	1485428459.236460	-0.000832	6	191	1485428459.222494	1	384.837389
stroopControlBeh	20170126T120101	1	m	19	r	1	3	3	131	0	14	L2	grün	green	1	comp	right	191	1485428459.987073	1485428459.987073	1485428459.987601	-0.000836	12	1485428460.737970	1485428460.737970	1485428460.738471	-0.000833	11	1485428461.205194	1485428461.205194	1485428461.205449	-0.000834	5	1485428461.205194	1485428461.205194	1485428461.205449	-0.000834	5	191	1485428461.202482	1	462.535620
stroopControlBeh	20170126T120103	1	m	19	r	1	3	4	132	0	12	L2	blau	brown	2	incomp	right	191	1485428461.956091	1485428461.956091	1485428461.956584	-0.000834	11	1485428462.706988	1485428462.706988	1485428462.707532	-0.000833	11	1485428463.040719	1485428463.040719	1485428463.041091	-0.000835	8	1485428463.040719	1485428463.040719	1485428463.041091	-0.000835	8	191	1485428463.029488	1	320.512772
stroopControlBeh	20170126T120104	1	m	19	r	1	3	5	133	0	8	L1	brown	brown	1	comp	right	191	1485428463.791616	1485428463.791616	1485428463.792129	-0.000833	12	1485428464.542513	1485428464.542513	1485428464.542983	-0.000833	7	1485428464.876248	1485428464.876248	1485428464.876542	0.015856	7	1485428464.876248	1485428464.876248	1485428464.876542	0.015856	7	191	1485428464.858480	1	313.985109
stroopControlBeh	20170126T120106	1	m	19	r	1	3	6	134	0	4	L1	blue	brown	2	incomp	right	191	1485428465.627141	1485428465.627141	1485428465.627639	-0.000837	11	1485428466.378037	1485428466.378037	1485428466.378596	-0.000834	12	1485428466.745142	1485428466.745142	1485428466.745508	0.015852	8	1485428466.745142	1485428466.745142	1485428466.745508	0.015852	8	191	1485428466.726477	1	346.453428
stroopControlBeh	20170126T120109	1	m	19	r	1	3	7	135	0	10	L2	rot	green	2	incomp	right	191	1485428467.496039	1485428467.496039	1485428467.496508	-0.000833	10	1485428468.246936	1485428468.246936	1485428468.247459	-0.000833	10	1485428468.630728	1485428468.630728	1485428468.631071	-0.000834	5	1485428469.631923	1485428469.631923	1485428469.632415	-0.000833	12	127	1485428468.615477	2	366.542578
stroopControlBeh	20170126T120111	1	m	19	r	1	3	8	136	0	4	L1	blue	brown	2	incomp	right	191	1485428470.382819	1485428470.382819	1485428470.383309	-0.000834	11	1485428471.133716	1485428471.133716	1485428471.134235	-0.000833	10	1485428471.500822	1485428471.500822	1485428471.501086	-0.000834	5	1485428471.500822	1485428471.500822	1485428471.501086	-0.000834	5	191	1485428471.494463	1	358.765602
stroopControlBeh	20170126T120113	1	m	19	r	1	3	9	137	0	15	L2	braun	blue	2	incomp	left	127	1485428472.251717	1485428472.251717	1485428472.252268	-0.000835	13	1485428473.002614	1485428473.002614	1485428473.003057	-0.000833	8	1485428473.803573	1485428473.803573	1485428473.803890	0.015855	6	1485428473.803573	1485428473.803573	1485428473.803890	0.015855	6	127	1485428473.785460	1	780.858755
stroopControlBeh	20170126T120115	1	m	19	r	1	3	10	138	0	4	L1	blue	brown	2	incomp	right	191	1485428474.554467	1485428474.554467	1485428474.554919	-0.000835	7	1485428475.305364	1485428475.305364	1485428475.305911	-0.000833	13	1485428475.856021	1485428475.856021	1485428475.856380	-0.000835	8	1485428475.856021	1485428475.856021	1485428475.856380	-0.000835	8	191	1485428475.839458	1	532.108545
stroopControlBeh	20170126T120118	1	m	19	r	1	3	11	139	0	7	L1	brown	blue	2	incomp	left	127	1485428476.606919	1485428476.606919	1485428476.607403	-0.000832	11	1485428477.357814	1485428477.357814	1485428477.358286	-0.000835	10	1485428478.308954	1485428478.308954	1485428478.309228	-0.000829	5	1485428478.308954	1485428478.308954	1485428478.309228	-0.000829	5	127	1485428478.300454	1	940.655708
stroopControlBeh	20170126T120120	1	m	19	r	1	3	12	140	0	13	L2	grün	red	2	incomp	left	127	1485428479.059847	1485428479.059847	1485428479.060307	-0.000837	10	1485428479.810743	1485428479.810743	1485428479.811172	-0.000834	8	1485428480.361402	1485428480.361402	1485428480.361764	0.015854	7	1485428480.361402	1485428480.361402	1485428480.361764	0.015854	7	127	1485428480.343489	1	530.767679
stroopControlBeh	20170126T120123	1	m	19	r	1	3	13	141	0	6	L1	green	green	1	comp	right	191	1485428481.112297	1485428481.112297	1485428481.112829	-0.000834	12	1485428481.863194	1485428481.863194	1485428481.863650	-0.000833	9	1485428482.697523	1485428482.697523	1485428482.697900	-0.000834	7	1485428483.698720	1485428483.698720	1485428483.699191	-0.000832	11	127	1485428482.676447	2	811.266661
stroopControlBeh	20170126T120125	1	m	19	r	1	3	14	142	0	8	L1	brown	brown	1	comp	right	191	1485428484.449615	1485428484.449615	1485428484.450068	-0.000834	10	1485428485.200512	1485428485.200512	1485428485.200964	-0.000833	9	1485428485.684423	1485428485.684423	1485428485.684819	-0.000834	9	1485428485.684423	1485428485.684423	1485428485.684819	-0.000834	9	191	1485428485.667436	1	464.931726
stroopControlBeh	20170126T120127	1	m	19	r	1	3	15	143	0	16	L2	braun	brown	1	comp	right	191	1485428486.435320	1485428486.435320	1485428486.435874	-0.000833	12	1485428487.186216	1485428487.186216	1485428487.186713	-0.000834	10	1485428487.519952	1485428487.519952	1485428487.520199	-0.000831	6	1485428487.519952	1485428487.519952	1485428487.520199	-0.000831	6	191	1485428487.508432	1	320.231676
stroopControlBeh	20170126T120129	1	m	19	r	1	3	16	144	0	12	L2	blau	brown	2	incomp	right	191	1485428488.270845	1485428488.270845	1485428488.271348	-0.000837	11	1485428489.021741	1485428489.021741	1485428489.022184	-0.000834	8	1485428489.322100	1485428489.322100	1485428489.322373	-0.000834	5	1485428489.322100	1485428489.322100	1485428489.322373	-0.000834	5	191	1485428489.306428	1	282.706022
stroopControlBeh	20170126T120131	1	m	19	r	1	3	17	145	0	2	L1	red	green	2	incomp	right	191	1485428490.072996	1485428490.072996	1485428490.073542	-0.000834	12	1485428490.823893	1485428490.823893	1485428490.824371	-0.000833	9	1485428491.357867	1485428491.357867	1485428491.358099	-0.000830	3	1485428491.357867	1485428491.357867	1485428491.358099	-0.000830	3	191	1485428491.350424	1	524.547815
stroopControlBeh	20170126T120133	1	m	19	r	1	3	18	146	0	15	L2	braun	blue	2	incomp	left	127	1485428492.108762	1485428492.108762	1485428492.109286	-0.000836	12	1485428492.859658	1485428492.859658	1485428492.860173	-0.000834	12	1485428493.293512	1485428493.293512	1485428493.293770	-0.000831	5	1485428493.293512	1485428493.293512	1485428493.293770	-0.000831	5	127	1485428493.290421	1	428.774357
stroopControlBeh	20170126T120135	1	m	19	r	1	3	19	147	0	6	L1	green	green	1	comp	right	191	1485428494.044405	1485428494.044405	1485428494.044893	-0.000837	9	1485428494.795302	1485428494.795302	1485428494.795842	-0.000833	10	1485428495.112347	1485428495.112347	1485428495.112704	-0.000835	7	1485428495.112347	1485428495.112347	1485428495.112704	-0.000835	7	191	1485428495.099412	1	302.128553
stroopControlBeh	20170126T120137	1	m	19	r	1	3	20	148	0	7	L1	brown	blue	2	incomp	left	127	1485428495.863243	1485428495.863243	1485428495.863774	-0.000834	11	1485428496.614140	1485428496.614140	1485428496.614637	-0.000833	9	1485428497.031306	1485428497.031306	1485428497.031693	0.015853	9	1485428497.031306	1485428497.031306	1485428497.031693	0.015853	9	127	1485428497.012409	1	396.283627
stroopControlBeh	20170126T120139	1	m	19	r	1	3	21	149	0	9	L2	rot	red	1	comp	left	127	1485428497.782202	1485428497.782202	1485428497.782652	-0.000834	9	1485428498.533098	1485428498.533098	1485428498.533586	-0.000834	11	1485428499.133816	1485428499.133816	1485428499.134186	-0.000834	8	1485428499.133816	1485428499.133816	1485428499.134186	-0.000834	8	127	1485428499.117410	1	582.316875
stroopControlBeh	20170126T120141	1	m	19	r	1	3	22	150	0	13	L2	grün	red	2	incomp	left	127	1485428499.884713	1485428499.884713	1485428499.885209	-0.000833	11	1485428500.635608	1485428500.635608	1485428500.636126	-0.000834	12	1485428501.002714	1485428501.002714	1485428501.002982	-0.000834	5	1485428501.002714	1485428501.002714	1485428501.002982	-0.000834	5	127	1485428500.996405	1	358.805656
stroopControlBeh	20170126T120142	1	m	19	r	1	3	23	151	0	16	L2	braun	brown	1	comp	right	191	1485428501.753610	1485428501.753610	1485428501.754129	-0.000834	11	1485428502.504507	1485428502.504507	1485428502.504965	-0.000833	9	1485428502.921672	1485428502.921672	1485428502.922007	-0.000834	7	1485428502.921672	1485428502.921672	1485428502.922007	-0.000834	7	191	1485428502.911400	1	404.901743
stroopControlBeh	20170126T120144	1	m	19	r	1	3	24	152	0	9	L2	rot	red	1	comp	left	127	1485428503.672568	1485428503.672568	1485428503.673033	-0.000834	10	1485428504.423465	1485428504.423465	1485428504.423943	-0.000834	8	1485428504.857316	1485428504.857316	1485428504.857622	-0.000834	6	1485428504.857316	1485428504.857316	1485428504.857622	-0.000834	6	127	1485428504.844395	1	418.941021
stroopControlBeh	20170126T120146	1	m	19	r	1	3	25	153	0	9	L2	rot	red	1	comp	left	127	1485428505.608213	1485428505.608213	1485428505.608738	-0.000833	12	1485428506.359109	1485428506.359109	1485428506.359585	-0.000834	10	1485428506.759587	1485428506.759587	1485428506.759952	-0.000834	7	1485428506.759587	1485428506.759587	1485428506.759952	-0.000834	7	127	1485428506.743384	1	382.291794
stroopControlBeh	20170126T120148	1	m	19	r	1	3	26	154	0	1	L1	red	red	1	comp	left	127	1485428507.510484	1485428507.510484	1485428507.510969	-0.000833	11	1485428508.261380	1485428508.261380	1485428508.261884	-0.000834	11	1485428508.728606	1485428508.728606	1485428508.728989	-0.000833	9	1485428508.728606	1485428508.728606	1485428508.728989	-0.000833	9	127	1485428508.714384	1	451.023102
stroopControlBeh	20170126T120150	1	m	19	r	1	3	27	155	0	1	L1	red	red	1	comp	left	127	1485428509.479502	1485428509.479502	1485428509.480001	-0.000834	10	1485428510.230398	1485428510.230398	1485428510.230813	-0.000834	7	1485428510.547446	1485428510.547446	1485428510.547718	-0.000832	5	1485428510.547446	1485428510.547446	1485428510.547718	-0.000832	5	127	1485428510.542377	1	310.002565
stroopControlBeh	20170126T120152	1	m	19	r	1	3	28	156	0	16	L2	braun	brown	1	comp	right	191	1485428511.298341	1485428511.298341	1485428511.298854	-0.000835	11	1485428512.049237	1485428512.049237	1485428512.049774	-0.000834	11	1485428512.566522	1485428512.566522	1485428512.566741	-0.000834	3	1485428512.566522	1485428512.566522	1485428512.566741	-0.000834	3	191	1485428512.561379	1	510.148764
stroopControlBeh	20170126T120154	1	m	19	r	1	3	29	157	0	1	L1	red	red	1	comp	left	127	1485428513.317417	1485428513.317417	1485428513.317852	-0.000835	8	1485428514.068314	1485428514.068314	1485428514.068866	-0.000833	11	1485428514.518856	1485428514.518856	1485428514.519060	-0.000830	3	1485428514.518856	1485428514.518856	1485428514.519060	-0.000830	3	127	1485428514.516374	1	446.069717
stroopControlBeh	20170126T120156	1	m	19	r	1	3	30	158	0	13	L2	grün	red	2	incomp	left	127	1485428515.269749	1485428515.269749	1485428515.270244	-0.000837	11	1485428516.020645	1485428516.020645	1485428516.021161	-0.000834	10	1485428516.421123	1485428516.421123	1485428516.421468	-0.000834	7	1485428516.421123	1485428516.421123	1485428516.421468	-0.000834	7	127	1485428516.407369	1	384.806871
stroopControlBeh	20170126T120158	1	m	19	r	1	3	31	159	0	10	L2	rot	green	2	incomp	right	191	1485428517.172020	1485428517.172020	1485428517.172545	-0.000833	12	1485428517.922918	1485428517.922918	1485428517.923462	-0.000833	11	1485428518.440203	1485428518.440203	1485428518.440434	-0.000833	4	1485428518.440203	1485428518.440203	1485428518.440434	-0.000833	4	191	1485428518.436366	1	511.458158
stroopControlBeh	20170126T120200	1	m	19	r	1	3	32	160	0	10	L2	rot	green	2	incomp	right	191	1485428519.191097	1485428519.191097	1485428519.191644	-0.000836	12	1485428519.941994	1485428519.941994	1485428519.942564	-0.000834	12	1485428520.526025	1485428520.526025	1485428520.526304	-0.000834	5	1485428520.526025	1485428520.526025	1485428520.526304	-0.000834	5	191	1485428520.516367	1	572.380066
stroopControlBeh	20170126T120202	1	m	19	r	1	3	33	161	0	2	L1	red	green	2	incomp	right	191	1485428521.276921	1485428521.276921	1485428521.277419	-0.000834	11	1485428522.027818	1485428522.027818	1485428522.028342	-0.000834	11	1485428522.328176	1485428522.328176	1485428522.328465	-0.000835	5	1485428522.328176	1485428522.328176	1485428522.328465	-0.000835	5	191	1485428522.314357	1	284.606934
stroopControlBeh	20170126T120204	1	m	19	r	1	3	34	162	0	2	L1	red	green	2	incomp	right	191	1485428523.079073	1485428523.079073	1485428523.079603	-0.000833	12	1485428523.829973	1485428523.829973	1485428523.830295	-0.000831	3	1485428524.147016	1485428524.147016	1485428524.147306	-0.000836	6	1485428524.147016	1485428524.147016	1485428524.147306	-0.000836	6	191	1485428524.140349	1	308.392286
stroopControlBeh	20170126T120206	1	m	19	r	1	3	35	163	0	14	L2	grün	green	1	comp	right	191	1485428524.897911	1485428524.897911	1485428524.898382	-0.000835	10	1485428525.648809	1485428525.648809	1485428525.649370	-0.000833	12	1485428525.999227	1485428525.999227	1485428525.999499	-0.000835	5	1485428525.999227	1485428525.999227	1485428525.999499	-0.000835	5	191	1485428525.984347	1	333.613157
stroopControlBeh	20170126T120208	1	m	19	r	1	3	36	164	0	16	L2	braun	brown	1	comp	right	191	1485428526.750123	1485428526.750123	1485428526.750629	-0.000834	11	1485428527.501020	1485428527.501020	1485428527.501541	-0.000833	10	1485428527.884811	1485428527.884811	1485428527.885152	-0.000835	5	1485428528.886007	1485428528.886007	1485428528.886486	-0.000832	12	127	1485428527.874345	2	371.339798
stroopControlBeh	20170126T120211	1	m	19	r	1	3	37	165	0	4	L1	blue	brown	2	incomp	right	191	1485428529.636904	1485428529.636904	1485428529.637394	-0.000833	10	1485428530.387800	1485428530.387800	1485428530.388337	-0.000834	11	1485428531.172071	1485428531.172071	1485428531.172340	-0.000833	5	1485428531.172071	1485428531.172071	1485428531.172340	-0.000833	5	191	1485428531.166327	1	776.551723
stroopControlBeh	20170126T120213	1	m	19	r	1	3	38	166	0	6	L1	green	green	1	comp	right	191	1485428531.922966	1485428531.922966	1485428531.923483	-0.000834	11	1485428532.673863	1485428532.673863	1485428532.674413	-0.000834	11	1485428533.107714	1485428533.107714	1485428533.108047	-0.000834	6	1485428533.107714	1485428533.107714	1485428533.108047	-0.000834	6	191	1485428533.096337	1	420.483112
stroopControlBeh	20170126T120215	1	m	19	r	1	3	39	167	0	11	L2	blau	blue	1	comp	left	127	1485428533.858612	1485428533.858612	1485428533.859081	-0.000833	10	1485428534.609508	1485428534.609508	1485428534.610030	-0.000834	10	1485428535.009986	1485428535.009986	1485428535.010259	-0.000834	5	1485428535.009986	1485428535.009986	1485428535.010259	-0.000834	5	127	1485428534.996329	1	384.838104
stroopControlBeh	20170126T120217	1	m	19	r	1	3	40	168	0	14	L2	grün	green	1	comp	right	191	1485428535.760882	1485428535.760882	1485428535.761380	-0.000834	11	1485428536.511779	1485428536.511779	1485428536.512311	-0.000833	11	1485428537.062437	1485428537.062437	1485428537.062652	-0.000834	3	1485428537.062437	1485428537.062437	1485428537.062652	-0.000834	3	191	1485428537.056328	1	542.556763
stroopControlBeh	20170126T120219	1	m	19	r	1	3	41	169	0	3	L1	blue	blue	1	comp	left	127	1485428537.813336	1485428537.813336	1485428537.813829	-0.000831	10	1485428538.564229	1485428538.564229	1485428538.564749	-0.000838	10	1485428539.114887	1485428539.114887	1485428539.115277	0.015853	9	1485428539.114887	1485428539.114887	1485428539.115277	0.015853	9	127	1485428539.096319	1	530.103922
stroopControlBeh	20170126T120221	1	m	19	r	1	3	42	170	0	5	L1	green	red	2	incomp	left	127	1485428539.865783	1485428539.865783	1485428539.866241	-0.000834	10	1485428540.616680	1485428540.616680	1485428540.617200	-0.000833	10	1485428541.367580	1485428541.367580	1485428541.367867	-0.000831	3	1485428541.367580	1485428541.367580	1485428541.367867	-0.000831	3	127	1485428541.364313	1	745.647669
stroopControlBeh	20170126T120223	1	m	19	r	1	3	43	171	0	16	L2	braun	brown	1	comp	right	191	1485428542.118473	1485428542.118473	1485428542.118962	-0.000837	11	1485428542.869370	1485428542.869370	1485428542.869814	-0.000833	7	1485428543.369968	1485428543.369968	1485428543.370327	-0.000834	8	1485428543.369968	1485428543.369968	1485428543.370327	-0.000834	8	191	1485428543.356311	1	484.955549
stroopControlBeh	20170126T120225	1	m	19	r	1	3	44	172	0	15	L2	braun	blue	2	incomp	left	127	1485428544.120864	1485428544.120864	1485428544.121376	-0.000834	11	1485428544.871762	1485428544.871762	1485428544.872296	-0.000833	11	1485428545.338986	1485428545.338986	1485428545.339230	-0.000834	4	1485428545.338986	1485428545.338986	1485428545.339230	-0.000834	4	127	1485428545.328308	1	454.562426
stroopControlBeh	20170126T120227	1	m	19	r	1	3	45	173	0	11	L2	blau	blue	1	comp	left	127	1485428546.089882	1485428546.089882	1485428546.090371	-0.000834	11	1485428546.840778	1485428546.840778	1485428546.841253	-0.000834	9	1485428547.257946	1485428547.257946	1485428547.258259	0.015856	7	1485428547.257946	1485428547.257946	1485428547.258259	0.015856	7	127	1485428547.240305	1	397.539616
stroopControlBeh	20170126T120229	1	m	19	r	1	3	46	174	0	7	L1	brown	blue	2	incomp	left	127	1485428548.008840	1485428548.008840	1485428548.009311	-0.000836	10	1485428548.759736	1485428548.759736	1485428548.760226	-0.000834	11	1485428549.093472	1485428549.093472	1485428549.093697	-0.000830	3	1485428549.093472	1485428549.093472	1485428549.093697	-0.000830	3	127	1485428549.090297	1	328.579664
stroopControlBeh	20170126T120231	1	m	19	r	1	3	47	175	0	3	L1	blue	blue	1	comp	left	127	1485428549.844365	1485428549.844365	1485428549.844906	-0.000837	12	1485428550.595262	1485428550.595262	1485428550.595791	-0.000834	11	1485428551.012429	1485428551.012429	1485428551.012662	-0.000831	3	1485428551.012429	1485428551.012429	1485428551.012662	-0.000831	3	127	1485428551.008292	1	411.046505
stroopControlBeh	20170126T120232	1	m	19	r	1	3	48	176	0	14	L2	grün	green	1	comp	right	191	1485428551.763323	1485428551.763323	1485428551.763785	-0.000836	8	1485428552.514219	1485428552.514219	1485428552.514717	-0.000834	11	1485428552.948073	1485428552.948073	1485428552.948311	-0.000831	3	1485428552.948073	1485428552.948073	1485428552.948311	-0.000831	3	191	1485428552.940289	1	424.082756
stroopControlBeh	20170126T120235	1	m	19	r	1	3	49	177	0	11	L2	blau	blue	1	comp	left	127	1485428553.698967	1485428553.698967	1485428553.699472	-0.000836	11	1485428554.449864	1485428554.449864	1485428554.450305	-0.000833	8	1485428554.850345	1485428554.850345	1485428554.850699	-0.000831	6	1485428555.851537	1485428555.851537	1485428555.851794	-0.000837	4	191	1485428554.838285	2	386.430979
stroopControlBeh	20170126T120237	1	m	19	r	1	3	50	178	0	11	L2	blau	blue	1	comp	left	127	1485428556.602434	1485428556.602434	1485428556.602910	-0.000833	11	1485428557.353331	1485428557.353331	1485428557.353793	-0.000833	9	1485428557.837245	1485428557.837245	1485428557.837493	-0.000831	5	1485428557.837245	1485428557.837245	1485428557.837493	-0.000831	5	127	1485428557.830276	1	474.965572
stroopControlBeh	20170126T120239	1	m	19	r	1	3	51	179	0	2	L1	red	green	2	incomp	right	191	1485428558.588139	1485428558.588139	1485428558.588614	-0.000837	10	1485428559.339035	1485428559.339035	1485428559.339572	-0.000834	12	1485428559.739514	1485428559.739514	1485428559.739809	-0.000834	5	1485428559.739514	1485428559.739514	1485428559.739809	-0.000834	5	191	1485428559.736276	1	395.255804
stroopControlBeh	20170126T120241	1	m	19	r	1	3	52	180	0	2	L1	red	green	2	incomp	right	191	1485428560.490410	1485428560.490410	1485428560.490904	-0.000834	11	1485428561.241306	1485428561.241306	1485428561.241823	-0.000834	11	1485428561.625099	1485428561.625099	1485428561.625468	-0.000833	8	1485428561.625099	1485428561.625099	1485428561.625468	-0.000833	8	191	1485428561.608276	1	364.980698
stroopControlBeh	20170126T120244	1	m	19	r	1	3	53	181	0	12	L2	blau	brown	2	incomp	right	191	1485428562.375995	1485428562.375995	1485428562.376503	-0.000834	11	1485428563.126892	1485428563.126892	1485428563.127371	-0.000834	11	1485428563.544055	1485428563.544055	1485428563.544532	-0.000835	9	1485428564.545251	1485428564.545251	1485428564.545591	-0.000833	7	127	1485428563.526266	2	397.392273
stroopControlBeh	20170126T120246	1	m	19	r	1	3	54	182	0	3	L1	blue	blue	1	comp	left	127	1485428565.296148	1485428565.296148	1485428565.296599	-0.000833	10	1485428566.047045	1485428566.047045	1485428566.047524	-0.000833	10	1485428566.864687	1485428566.864687	1485428566.864906	-0.000834	3	1485428566.864687	1485428566.864687	1485428566.864906	-0.000834	3	127	1485428566.860260	1	811.227798
stroopControlBeh	20170126T120248	1	m	19	r	1	3	55	183	0	7	L1	brown	blue	2	incomp	left	127	1485428567.615584	1485428567.615584	1485428567.616080	-0.000833	12	1485428568.366481	1485428568.366481	1485428568.366947	-0.000834	9	1485428568.700215	1485428568.700215	1485428568.700509	0.015854	6	1485428568.700215	1485428568.700215	1485428568.700509	0.015854	6	127	1485428568.682253	1	313.788891
stroopControlBeh	20170126T120250	1	m	19	r	1	3	56	184	0	4	L1	blue	brown	2	incomp	right	191	1485428569.451109	1485428569.451109	1485428569.451669	-0.000835	13	1485428570.202006	1485428570.202006	1485428570.202454	-0.000833	8	1485428570.535737	1485428570.535737	1485428570.536037	-0.000835	6	1485428570.535737	1485428570.535737	1485428570.536037	-0.000835	6	191	1485428570.522249	1	318.263769
stroopControlBeh	20170126T120252	1	m	19	r	1	3	57	185	0	9	L2	rot	red	1	comp	left	127	1485428571.286634	1485428571.286634	1485428571.287166	-0.000833	12	1485428572.037531	1485428572.037531	1485428572.037967	-0.000833	8	1485428572.488071	1485428572.488071	1485428572.488318	-0.000832	4	1485428572.488071	1485428572.488071	1485428572.488318	-0.000832	4	127	1485428572.478245	1	438.731670
stroopControlBeh	20170126T120254	1	m	19	r	1	3	58	186	0	10	L2	rot	green	2	incomp	right	191	1485428573.238965	1485428573.238965	1485428573.239454	-0.000836	11	1485428573.989862	1485428573.989862	1485428573.990331	-0.000833	9	1485428574.523835	1485428574.523835	1485428574.524133	-0.000832	7	1485428574.523835	1485428574.523835	1485428574.524133	-0.000832	7	191	1485428574.512246	1	520.394564
stroopControlBeh	20170126T120256	1	m	19	r	1	3	59	187	0	12	L2	blau	brown	2	incomp	right	191	1485428575.274730	1485428575.274730	1485428575.275233	-0.000836	11	1485428576.025626	1485428576.025626	1485428576.026107	-0.000834	11	1485428576.492853	1485428576.492853	1485428576.493162	-0.000832	7	1485428576.492853	1485428576.492853	1485428576.493162	-0.000832	7	191	1485428576.482233	1	454.629660
